Gene_name	filter
BPIFB1	-
LINC00888	-
ERMP1	-
FGFBP3	-
OMA1	-
HTRA4	-
C12orf65	-
LNCOC1	-
KLHL10	-
ITGAD	-
BTNL2	-
VWA2	-
SLC25A16	-
ABHD8	-
TDGF1P3	-
ZNF467	-
CCL3L3	-
SLC9A4	-
LINC02365	-
C10orf71	-
LRMDA	-
DCAF15	-
ZNF684	-
FAIM2	-
OR1F12	-
ACRBP	-
ADGRA2	-
GPR31	-
C12orf40	-
MFAP1	-
CD8B	-
TTC23L	-
GFAP	-
ZC2HC1A	-
PSEN1	-
CCNT1	-
ZNF436	-
AFM	-
CT69	-
NCSTN	-
SFT2D3	-
CDK14	-
ARPC5	-
LENG1	-
IGHMBP2	-
TOR1A	-
SPATA9	-
LINC02289	-
UBE2NL	-
RNF149	-
HUNK	-
ALG1L2	-
MIR320E	-
PKP3	-
VKORC1L1	-
LINC02554	-
CERS1	-
PPCDC	-
ZNF628	-
RMI2	-
AGMAT	-
STXBP5-AS1	-
HERC2P2	-
LINC02687	-
CCL11	-
LINC00574	-
EPHA7	-
CXCR4	-
CTNNA2	-
KNTC1	-
MIR922	-
NUDT16L1	-
PLA2G2A	-
NPIPB15	-
RNF207	-
MNAT1	-
ATP2B1-AS1	-
LINC00671	-
TLR8-AS1	-
ELOA	-
AGBL4	-
RSRC2	-
MATN4	-
USP17L7	-
RBMXL2	-
PROSER2-AS1	-
HCP5B	-
SH2D4A	-
LINC01072	-
OR51S1	-
PRICKLE1	-
ZADH2	-
IRS2	-
FBN1	-
KANK1	-
SH3GL2	-
URB1	-
TTC5	-
PYURF	-
SPINK6	-
CLPS	-
RTL9	-
DNAJC3	-
PGLYRP2	-
ADAD1	-
LYPLA2P2	-
LINC02711	-
UNC5B-AS1	-
HTR3D	-
RPS2	-
BCAS1	-
MRGPRX3	-
KRT14	-
ZNF316	-
IPO7	-
SH3TC2	-
TEX15	-
TRPC3	-
OSGEPL1-AS1	-
MIR1269B	-
SNHG15	-
CUTALP	-
SNORD114-18	-
GJD4	-
LINC01425	-
CD1B	-
ACYP1	-
HCG27	-
FGF21	-
KLK1	-
OR6C75	-
TFAP2A	-
PSMC5	-
NCAN	-
FAAP24	-
TMEM165	-
MIR6801	-
ALCAM	-
PKD1	-
HEPHL1	-
HTR3B	-
TMEM72	-
AVPI1	-
DSCR8	-
LINC00375	-
LINC02375	-
EGFLAM	-
OR2T5	-
FRS2	-
LINC02101	-
NSMCE1	-
KIF19	-
TSPEAR	-
DENND4B	-
LINC02169	-
IRGC	-
ESX1	-
HMGA2	-
BORCS6	-
FCGR2B	-
HIPK1-AS1	-
LINC01085	-
PIP5K1C	-
PLXNB2	-
FLYWCH1	-
MROH2A	-
MYRFL	-
STRA6	-
RDH8	-
ZNF394	-
LRRC3B	-
SIX3	-
ARHGEF3	-
NPIPB12	-
APOB	-
RNU6ATAC35P	-
SRSF9	-
C17orf77	-
IFT57	-
ZZEF1	-
FAM66E	-
UBE2Q2P2	-
KRT6B	-
PRR23B	-
NHS	-
DKK3	-
BLOC1S3	-
VIPR1-AS1	-
CARD6	-
SSC4D	-
ROPN1	-
TDRKH-AS1	-
ZNF267	-
FAM157C	-
S100P	-
BYSL	-
MEF2A	-
RHD	-
SDC3	-
IFT74-AS1	-
KRTAP10-7	-
PHOX2A	-
OGFOD3	-
AGPAT3	-
PDLIM3	-
PPP2R5E	-
CEMIP2	-
TCF7L1	-
INTS12	-
LINC01146	-
NECTIN3-AS1	-
ZFP36	-
KCNQ3	-
SAMD15	-
PCDHGA5	-
SERPINB8	-
KDM5D	-
TNXB	-
OR13C2	-
KLHL6-AS1	-
LHFPL2	-
PRKAG3	-
ARNT	-
SLC25A2	-
OR5H1	-
AGXT2	-
BTN3A2	-
DAZAP2	-
C2CD5	-
SLC22A24	-
LUM	-
MAGEB2	-
DDN	-
ZNF649	-
DOCK4	-
EEF1G	-
LINC00638	-
ATP13A2	-
MTHFSD	-
LRRC77P	-
TBC1D23	-
OR8K5	-
EMSY	-
DNAH7	-
CD200R1	-
P2RY11	-
SRBD1	-
TDRKH	-
C5	-
ERCC3	-
ZNF730	-
LIPM	-
CASC8	-
GTF2E1	-
VWDE	-
ITPR2	-
ODF3L1	-
PRR15	-
ARMC7	-
NME4	-
GABRA2	-
MAML3	-
CAMK2B	-
TMEM249	-
PDZK1	-
TTBK2	-
MCM9	-
SHANK3	-
LINC00622	-
PMP2	-
DCLRE1A	-
PRRT4	-
HCN3	-
DDX11L5	-
LINC00029	-
NBPF4	-
ARNT2	-
LINC02330	-
UBL3	-
INPP5D	-
RAB5C	-
TAS1R3	-
GUCY2C	-
LINC00536	-
CCL4L1	-
KLRD1	-
TTC27	-
SLIT2-IT1	-
LINC01903	-
PPP2R2A	-
DM1-AS	-
ZHX3	-
PTCHD4	-
HOXD3	-
ZFAT-AS1	-
ZNF677	-
CASC22	-
KCNU1	-
CDC45	-
ELL	-
NOL6	-
CCND3	-
NUDT14	-
MIR4706	-
HELZ2	-
PNCK	-
HRCT1	-
LINC01177	-
SIRPB1	-
CTBP1-AS	-
CNBD2	-
TUSC3	-
LYNX1-SLURP2	-
NCL	-
RMI1	-
FOXN4	-
ALDH3B1	-
HS3ST3B1	-
RPE	-
CCZ1	-
NELL1	-
NOL8	-
NOC3L	-
FAM133DP	-
MT-TS1	-
PTHLH	-
PKHD1	-
MTFR1	-
LINC02389	-
PCSK2	-
LINC00200	-
KHSRP	-
LINC00538	-
BRD9	-
NMRAL2P	-
HELQ	-
SUZ12P1	-
MAMLD1	-
FRGCA	-
ACOX3	-
DGCR11	-
ARHGAP24	-
LSAMP	-
CTSD	-
GAPLINC	-
FOXD1	-
SNHG1	-
ATP5MF-PTCD1	-
HTATSF1	-
SKIL	-
WASF1	-
MAN2C1	-
PITX1	-
RARA	-
ILF3	-
TM4SF20	-
LNCOG	-
MIR3936HG	-
OR10Q1	-
SIVA1	-
ANKRD13C	-
LPXN	-
NEPRO	-
RIC3	-
PTCHD3	-
LINC01387	-
PYM1	-
KRTAP17-1	-
LINC02181	-
SLC25A27	-
PCAT4	-
ZNF330	-
PAGE3	-
KCNJ5	-
TENT5B	-
PRAMEF27	-
LINC01814	-
OR10G6	-
CYMP-AS1	-
CD276	-
VNN1	-
CEP152	-
LINC01739	-
AP1M2	-
TMEM256-PLSCR3	-
CD70	-
PICART1	-
TNFAIP2	-
HOXA-AS3	-
MRPL37	-
MIR96	-
MIR6770-1	-
NKX1-2	-
OCSTAMP	-
OR11H2	-
LINC00298	-
B3GAT2	-
GMCL1	-
SFTPA2	-
KCNJ18	-
RNU4ATAC	-
UBXN10	-
LINC01763	-
GMNN	-
KRT72	-
THEM6	-
MTMR11	-
UNC80	-
ZNF513	-
CDK17	-
THAP8	-
CC2D1B	-
WDR53	-
CMAS	-
DCP1B	-
AP2A1	-
HMGA2-AS1	-
KCNAB3	-
LINC00242	-
DPP7	-
EIF3H	-
RWDD2B	-
TFIP11	-
ZNF784	-
IL33	-
LINC02035	-
FAM87B	-
POTEG	-
OR52Z1	-
KHDC4	-
NREP-AS1	-
GCSAML-AS1	-
SH3PXD2A	-
ERI1	-
PRCP	-
RNF144B	-
GLDC	-
TIPIN	-
PCLAF	-
PIAS4	-
RNU1-1	-
SPARC	-
CFAP44-AS1	-
HSP90B2P	-
IFNE	-
ZNFX1	-
ELMOD2	-
TAB2	-
MAP2K6	-
LINC01119	-
OACYLP	-
OR2T34	-
CLIP3	-
MSH5	-
PRAMEF15	-
LINC01238	-
GAS5	-
LINC00871	-
TTC41P	-
SMG1P7	-
DALRD3	-
IL16	-
EFCAB8	-
CES1P2	-
TBX2-AS1	-
ZNF385C	-
MIR4422	-
TAS2R16	-
TMEM156	-
UBBP4	-
PVALEF	-
FER1L6	-
LINC02670	-
HSD3B1	-
DNAJB5-DT	-
LINC01208	-
WFDC10A	-
R3HDM4	-
MMS22L	-
ANKS6	-
L1TD1	-
KLC3	-
LBX1	-
C3orf18	-
CLOCK	-
SYTL1	-
PRR7-AS1	-
NUTM2B	-
AFF1-AS1	-
GUSBP1	-
LINC01876	-
PRDM9	-
GPR37	-
TEX36-AS1	-
FAM43A	-
RUBCN	-
OR1N2	-
SPATA18	-
SCAMP1	-
TAF3	-
C17orf98	-
CDK15	-
GAPDH	-
OR13C5	-
LINC01712	-
COL1A2-AS1	-
WIPI1	-
KRTAP12-1	-
NUP210P1	-
ADRA1D	-
CCDC140	-
MEFV	-
CD300LB	-
SNORD111B	-
ILF3-DT	-
TOGARAM2	-
RGS14	-
RXRG	-
WT1	-
RASL12	-
SLC7A14	-
HPYR1	-
CASC17	-
WLS	-
MIR3945HG	-
SLC4A10	-
SLC22A10	-
SMC2	-
LRRC74B	-
LRFN2	-
CSTA	-
MPI	-
PATE1	-
RCBTB2	-
PEBP4	-
MT-TE	-
GGT1	-
CDK5RAP1	-
GPRIN3	-
PCAT6	-
PRR5	-
VPS33A	-
ZNF649-AS1	-
LCOR	-
RRAGD	-
EFCAB5	-
NCMAP-DT	-
LILRB4	-
C1orf105	-
SKOR2	-
SLC35G5	-
PIK3C2B	-
PTGDR	-
RBM12	-
NETO1	-
NXF4	-
MMEL1	-
MMP25-AS1	-
ZNF839	-
SIRT6	-
FAM76B	-
TTF2	-
ACAT1	-
TAS2R43	-
DDX39B	-
POTEF	-
GNG7	-
MKRN9P	-
GABBR1	-
NUB1	-
TET2	-
MIR6868	-
TMEM254-AS1	-
ZNF500	-
NAALADL2-AS2	-
CACNA2D3-AS1	-
TUBD1	-
IGFBP6	-
KIF26B-AS1	-
FAM71C	-
EN1	-
FERD3L	-
C2orf92	-
MYO16	-
LINC02422	-
LINC02572	-
CLEC2B	-
MIR1206	-
CCEPR	-
C11orf52	-
LMO7DN	-
XCL1	-
LINC00461	-
PPP4R1	-
RAPGEF2	-
MELK	-
CLEC9A	-
ERP27	-
MIR423	-
USHBP1	-
AKR7L	-
LINC01736	-
LINC02415	-
NPC1L1	-
FAM189A1	-
OR8D2	-
PRR32	-
CARNS1	-
FRRS1L	-
MIR3680-1	-
TMEM191A	-
LINC00479	-
ELL3	-
CCDC174	-
SUCLG2-AS1	-
PDAP1	-
ACVR2A	-
POLR2B	-
KATNAL1	-
TMPRSS12	-
LILRA6	-
LPCAT1	-
OR10AC1	-
SHISA5	-
BARX2	-
SULT2B1	-
ULK2	-
TNFRSF19	-
CPXM2	-
FNBP1	-
TNFRSF10D	-
PPARD	-
ATP2A1	-
TBXT	-
CTAGE10P	-
MIR8070	-
LINC00693	-
MIR570HG	-
TEX48	-
UGT2B28	-
WDFY2	-
FGFRL1	-
UQCR10	-
LINC00158	-
ASB16-AS1	-
MIR1208	-
ADAP1	-
PARP1	-
INVS	-
ANKRD20A12P	-
PADI1	-
SH3BP5-AS1	-
RTCB	-
SNX19	-
EBI3	-
LINC00359	-
BMF	-
DBH	-
ZNF638	-
MPND	-
CDC42EP5	-
MAP3K15	-
DPP8	-
SUPT6H	-
FAM218A	-
LDAH	-
SCAF1	-
MYOF	-
LINC00678	-
RGS16	-
RTN1	-
RRN3P3	-
LPL	-
MYRF-AS1	-
LINC01431	-
KNG1	-
PABPC4L	-
PTMAP11	-
RPS6KC1	-
MEGF9	-
CDH19	-
TPD52L3	-
DLGAP1-AS1	-
AGPAT4	-
FTL	-
MRPS30-DT	-
PMS2CL	-
CCDC57	-
FXR2	-
EIF4B	-
LINC00608	-
TFG	-
SUPV3L1	-
NQO1	-
PPIE	-
SLC39A3	-
DEFB105A	-
AKR1C3	-
PPP1R14A	-
CASP16P	-
METTL21A	-
TAB1	-
ARFGAP2	-
ARHGAP27P2	-
CATSPER4	-
CXXC1	-
UROS	-
ZNF385A	-
MIR3922	-
ADAM8	-
PANTR1	-
MIR4453HG	-
ZXDB	-
ZNF461	-
PYGM	-
TSPOAP1	-
IQCJ-SCHIP1-AS1	-
IDH3B	-
TNFRSF14	-
FUBP3	-
C6orf52	-
P2RX6	-
TEDDM1	-
MARVELD3	-
ATIC	-
ADGRB1	-
MBD3L3	-
RPAIN	-
RFXANK	-
FAM83G	-
RNF2	-
MTERF1	-
KRT33B	-
JADE2	-
BRAT1	-
MIR3118-2	-
PLEKHN1	-
ZNF485	-
FAM53B	-
SLC2A8	-
MPV17	-
DSP	-
TGFBR3	-
KCNAB2	-
CYP27C1	-
CPLANE1	-
OR51A7	-
GREM2	-
BBS2	-
TBCD	-
IRF8	-
WDFY3	-
NBPF20	-
SCARNA13	-
MEF2C-AS1	-
EIF1B-AS1	-
TLE3	-
OR4C6	-
RAD21L1	-
SLC41A3	-
FAM90A25P	-
LRRC72	-
MAGEA4	-
PCDHB15	-
NR2F6	-
ANGPTL7	-
SLC26A4	-
PHF21B	-
MIR1299	-
PHF20L1	-
CABP5	-
ZNF737	-
SELE	-
NEU3	-
OR4S2	-
MCPH1-AS1	-
ARSI	-
LINC00467	-
GLIS3-AS1	-
VPS13B	-
LGR6	-
HAO2-IT1	-
MIR585	-
CHEK1	-
KIF1B	-
ZDHHC11B	-
LINC02329	-
ERI2	-
ONECUT3	-
STEAP3	-
PWRN3	-
LINC01070	-
CALHM1	-
ADAM32	-
NDNF	-
KBTBD12	-
GTF3C2	-
SLC1A7	-
COL22A1	-
NR1H3	-
DDX28	-
TMEM40	-
ALG1L9P	-
DDX54	-
SEMA3D	-
NPHP4	-
LINC00433	-
ACOT12	-
INCENP	-
CERS3-AS1	-
DYDC2	-
GSTA7P	-
SLC35A4	-
TMEM204	-
SENP2	-
PIGK	-
SOX8	-
DCAF4	-
DCUN1D2	-
ZNF609	-
RESF1	-
NUDT1	-
C7orf25	-
TMC3	-
MTCH2	-
ZBTB14	-
NACA2	-
DDX11L9	-
ULBP1	-
CYP39A1	-
POC1B-AS1	-
PRKXP1	-
ODF1	-
ACOXL-AS1	-
IPO13	-
OR2V2	-
SLC6A7	-
SEC63	-
CCDC7	-
LINC02180	-
ALOX12P2	-
BCCIP	-
CXADR	-
C2CD4B	-
AK2	-
ASPSCR1	-
ST14	-
ZSCAN16-AS1	-
CEP295	-
DDHD2	-
PLEKHA2	-
KEL	-
ARAP2	-
LINC01544	-
TPT1-AS1	-
PPP1R13L	-
ZBTB9	-
PCCB	-
GZMA	-
ITIH2	-
PGM1	-
OR12D2	-
RAB1B	-
NGLY1	-
SATB1	-
POMT1	-
PKD1P1	-
MICA-AS1	-
SYT15	-
TRIP10	-
PARP12	-
PANCR	-
SLC13A1	-
KLHL12	-
NAGK	-
FBXO16	-
ABCB4	-
HIF1A	-
SNX32	-
GOLGA6L7	-
ARHGAP31-AS1	-
C9orf129	-
B3GNT9	-
PSMB3	-
SNAP23	-
CEP135	-
ITPKB	-
ZBTB46	-
IFIH1	-
MAGED1	-
TOB1-AS1	-
SLC6A8	-
ZNF585A	-
CNNM2	-
NEAT1	-
LY6G6C	-
GOSR2	-
MTMR10	-
NAPA-AS1	-
TRIM64B	-
LINC02362	-
SEZ6L2	-
LINC01874	-
CYBC1	-
SFRP4	-
SBK3	-
FGD1	-
LINC01562	-
CXADRP2	-
KIAA1109	-
SKIV2L	-
TNP2	-
BTN2A3P	-
RABGEF1	-
EDRF1	-
SLC26A8	-
ZSCAN26	-
BLACAT1	-
RNF215	-
PYDC2	-
ABCC4	-
SFTPD	-
PPP1R12C	-
UNC5D	-
NUS1	-
GHRL	-
CDRT3	-
SEBOX	-
SWSAP1	-
MARCHF1	-
LINC01429	-
ZNF573	-
GLCCI1	-
CALCRL	-
MYDGF	-
C1QL3	-
CRYGB	-
TSC22D4	-
SLC66A1	-
LINC00656	-
GPIHBP1	-
ANKHD1-EIF4EBP3	-
PDIA2	-
LINC02052	-
HSD17B14	-
CCNYL3	-
SLC16A6	-
LINC02728	-
PRDM11	-
ZNF512B	-
PRRG4	-
CEP170B	-
DDX43	-
C11orf1	-
ERP29	-
ZNF750	-
MCF2L	-
TLK2	-
PDS5B	-
FAM86B3P	-
CRB2	-
ICE1	-
IP6K2	-
ZBTB25	-
KRBA2	-
CCDC157	-
MAF1	-
LAMC2	-
DENND2C	-
GABRA3	-
CCDC153	-
MANSC4	-
DCLRE1C	-
CLEC12B	-
SPRR2F	-
CCDC110	-
RNASEH1-AS1	-
SLC36A4	-
URI1	-
CFAP161	-
LRRC10	-
LINC00407	-
PYCR2	-
GOLIM4	-
SCRN3	-
MIR3135A	-
CYP2G1P	-
SNORA104	-
CUEDC2	-
ASB11	-
KLHL4	-
KL	-
ACSBG1	-
CHADL	-
ALDH9A1	-
SGSM3	-
TMEM171	-
TFAP2E	-
KHDC1	-
LINC02230	-
TXNRD3	-
UGCG	-
HLA-L	-
C4orf33	-
CHRNE	-
GSTM3	-
CITED2	-
MOB3A	-
STT3B	-
LINC01720	-
MRPS24	-
LINC01331	-
UNC119B	-
MYH7	-
SNORD9	-
FBXO32	-
DEFB136	-
ARHGEF35	-
MAP3K21	-
DIXDC1	-
LHX8	-
LINC00701	-
PAX9	-
GLG1	-
NEK1	-
SLC37A1	-
GTPBP3	-
KRT36	-
XDH	-
MIR6806	-
PDE4B	-
DACT3-AS1	-
JAK3	-
MTRNR2L9	-
NPIPA5	-
PTGER2	-
PHLDB1	-
SLC17A6	-
GSTM4	-
HLA-V	-
KLHL28	-
TMIGD1	-
HERC1	-
PMCHL2	-
SLC12A5	-
TBC1D10B	-
ZNF7	-
ASPN	-
BSPRY	-
FYB2	-
TGOLN2	-
KBTBD7	-
CBWD5	-
FAS-AS1	-
NANOS1	-
CSNK1G2	-
OR8G1	-
ZNF524	-
UGT8	-
ECM2	-
TMF1	-
SPSB1	-
OR6C1	-
MIR5680	-
ZNF99	-
LENG8	-
KRTAP9-4	-
L3HYPDH	-
CCDC33	-
TBC1D10C	-
GPR143	-
LINC01415	-
ANKK1	-
LINC00692	-
OR4C46	-
PRPSAP1	-
PGRMC2	-
SNORA93	-
IRX3	-
CA14	-
VPS13A	-
BBOF1	-
TSTD2	-
LRIT2	-
ACER1	-
ZNF555	-
ANKFN1	-
EMC8	-
SYT11	-
PLCG1	-
ADGRE1	-
DUSP16	-
PIK3CD-AS1	-
ETV7	-
GLCE	-
LINC02653	-
CFAP44	-
METAP2	-
NBPF15	-
LIX1L-AS1	-
PCDHGA12	-
ZMYND11	-
ST6GAL2	-
FAM71B	-
ITPRIP-AS1	-
MAPK1	-
LINC01202	-
CERNA2	-
SDCCAG8	-
FOXA3	-
MIF-AS1	-
ATL3	-
OR1G1	-
EPS8L3	-
RAPGEFL1	-
NEMP1	-
ANKRD22	-
APOBEC4	-
HKDC1	-
LINC00408	-
LINC01719	-
SEC14L5	-
ZNF3	-
SLC36A3	-
MAP4K4	-
SUGT1P4-STRA6LP	-
MIR3928	-
LIFR	-
MS4A6E	-
PPM1J	-
SYNDIG1L	-
CFAP69	-
ELF2	-
TIGD5	-
ANKRD49	-
CLYBL	-
THBS4	-
DSTYK	-
ECI2	-
HOXC5	-
PDE11A-AS1	-
POF1B	-
EBLN1	-
IL19	-
COPS6	-
PEX5L	-
DHX33	-
GDF1	-
ATG16L1	-
CCL24	-
FAM138E	-
EFCAB3	-
MROH3P	-
LPAR5	-
PLPPR5	-
SPATA45	-
SLC7A14-AS1	-
TSC22D1	-
ZNF416	-
PSMD10	-
CIDEC	-
TUG1	-
SREBF1	-
VGLL2	-
NOTCH3	-
USP17L20	-
KLF10	-
FAM71E1	-
PREB	-
SLC25A30-AS1	-
ATAD1	-
FBLN5	-
CCDC177	-
WDR72	-
HOXB-AS3	-
MIR604	-
MIR7854	-
PGAP3	-
LINC02740	-
SNTN	-
LAMB3	-
NXPH4	-
NPIPB8	-
RBAKDN	-
CD200	-
SLC1A4	-
LINC01711	-
LKAAEAR1	-
MED17	-
PRPS1L1	-
SIPA1L3	-
CD3G	-
LINC02532	-
GLB1L3	-
CCN2	-
OR4C11	-
BANP	-
EPPK1	-
NQO2	-
FRMPD2	-
TMC2	-
HNRNPCL2	-
BECN2	-
ADGRL3-AS1	-
TMEM8B	-
EPX	-
LINC01993	-
LGI2	-
WDR62	-
HEYL	-
PCDH1	-
ATP8B4	-
NUAK1	-
TRIM52-AS1	-
DACT3	-
HSF5	-
HCAR3	-
ZSWIM9	-
FZD1	-
PSIP1	-
HOXD9	-
POPDC2	-
MEG9	-
TTC39A	-
NCAPD3	-
GGNBP2	-
ACSF3	-
SLC22A15	-
SORBS1	-
UEVLD	-
SCML4	-
UGT1A6	-
CCDC149	-
MST1P2	-
TMEM159	-
CYP11B2	-
TMEM150A	-
SMCR5	-
SLC25A5-AS1	-
SEC14L2	-
FAM3D-AS1	-
TUBA3C	-
ENTPD6	-
LINC02679	-
DNPEP	-
IKZF2	-
SLC9A3	-
MRPL53	-
MIR1343	-
GJB6	-
LINC01623	-
ALDH4A1	-
RAP1A	-
LINC01427	-
LINC00351	-
PDK4	-
LINC01770	-
CDCP2	-
MIR1268A	-
QRFPR	-
HOXD13	-
LINC01817	-
ASAP1	-
AVPR1A	-
TBC1D3P1-DHX40P1	-
SDK2	-
SLC4A4	-
CCSER1	-
CSAG4	-
CDC20	-
NAGPA	-
PDE9A	-
MAT2A	-
CIB4	-
ITPR1-DT	-
LINC01600	-
RAD21	-
CDH13	-
IQGAP2	-
ARMH3	-
RPS6KA1	-
PCDHB8	-
TMEM45A	-
SGK1	-
GPRC5B	-
KRTAP4-9	-
CD200R1L	-
CTSC	-
GLT8D2	-
GPR85	-
GUSBP10	-
SLC7A7	-
ERICH6B	-
CRNN	-
TNPO3	-
AGPAT5	-
MAPKAPK5-AS1	-
SLC11A2	-
C11orf24	-
PRSS45P	-
NBPF11	-
MIR181A2HG	-
DEFB127	-
ADORA2B	-
AKAP10	-
NIT1	-
TMEM121	-
LINC01546	-
HDAC6	-
TAF8	-
SAMHD1	-
CUL4A	-
GOLGA2P6	-
ADAMTS9-AS1	-
KRT74	-
ACTR5	-
BZW1	-
PSAPL1	-
KRTCAP3	-
DPYSL4	-
ARHGEF4	-
EPHB4	-
CALR3	-
FAM161B	-
SLAMF8	-
TSSC4	-
IGLL3P	-
SFXN1	-
TSPY1	-
RGS3	-
GMCL2	-
GAGE10	-
ZC3H12A	-
LINC02508	-
DGKQ	-
FHL3	-
UPF3A	-
TFE3	-
WDR75	-
LINC00997	-
TNFRSF1A	-
ITGAX	-
NOSIP	-
MROH2B	-
ZNF680	-
CX3CL1	-
HTR3E	-
ECHS1	-
FZD5	-
GOLGA6L2	-
CLEC4C	-
STOML1	-
MRPS26	-
GOLGA6L4	-
MUC21	-
CDKL5	-
WNT10A	-
LIPT1	-
JKAMP	-
BCL2	-
IGSF10	-
GCG	-
TCP11L1	-
FADD	-
RBM15	-
SPG7	-
CLDND2	-
FGFBP1	-
MIR4526	-
TACC2	-
NLRX1	-
C2CD2L	-
TBC1D27P	-
TIMELESS	-
PSD4	-
NBPF8	-
PRAMEF12	-
GRM7	-
LINC02302	-
STPG4	-
ISLR2	-
DLSTP1	-
FSCN3	-
MIR6076	-
LY6G5B	-
INTS6-AS1	-
FAM74A1	-
OR51E1	-
OR10V1	-
ARHGAP26-AS1	-
TSIX	-
CRELD2	-
DNM1P41	-
RNF225	-
KCNA2	-
DLGAP1-AS3	-
DPY19L1	-
SLC26A1	-
SUPT20H	-
MFAP3	-
BRINP2	-
IL10RB	-
PRSS58	-
CDC5L	-
CA10	-
ZNF598	-
SYT16	-
SEMG1	-
LINC02610	-
LINC02251	-
ITFG1	-
IQGAP1	-
CIB1	-
AHSA2P	-
ZG16	-
ACOT13	-
STX10	-
DIS3	-
PGM5P3-AS1	-
PDPR	-
NAA20	-
B4GALT1-AS1	-
BLVRA	-
KCNA6	-
CPNE7	-
ADRA1B	-
DLGAP2-AS1	-
KRTAP19-6	-
MAPRE2	-
COX18	-
TMBIM6	-
FAM107A	-
MARCHF7	-
KLF7	-
LINC01198	-
SRPK2	-
LINC00379	-
LHX4	-
HCG23	-
OR52I2	-
PDZK1IP1	-
TGFBR3L	-
CATIP-AS1	-
GALNT10	-
PGM5P4	-
SLC22A3	-
OS9	-
ZFC3H1	-
SAP18	-
OR5I1	-
SETD4	-
CDC42BPA	-
ANKRD2	-
B3GNT3	-
TDRD15	-
TRIM54	-
DNALI1	-
EIF3L	-
CDK2	-
BAZ1A	-
ST7-AS2	-
FAM205C	-
MOCS1	-
SLC25A31	-
UGGT1	-
FKBP10	-
IFNA4	-
SLC39A8	-
FLRT2	-
CAMKMT	-
LRRC49	-
SMCP	-
C1orf232	-
PHACTR1	-
RNF43	-
FITM2	-
SLC16A5	-
DSCAS	-
SLC3A1	-
VIPAS39	-
MIR4781	-
ELK2AP	-
LIMCH1	-
APCS	-
CLDN19	-
LINC01633	-
ZNF44	-
MIR9985	-
MAGI1-AS1	-
SLC29A2	-
ADCY4	-
SLC6A10P	-
HECTD2-AS1	-
CAPN2	-
GAS2L1P2	-
SETD7	-
FOXD2	-
MPHOSPH9	-
RNVU1-20	-
ISOC2	-
NUDT17	-
MKLN1-AS	-
CDKN2AIP	-
LINC00317	-
NUP153	-
PKD1L3	-
ACTG1P4	-
EPRS1	-
RUVBL2	-
COIL	-
UCMA	-
FAM8A1	-
NBPF19	-
MED29	-
PACSIN2	-
LUARIS	-
SNX29P1	-
CHST5	-
SESTD1	-
MIR5695	-
HES3	-
MMP3	-
PPBP	-
CERS5	-
KANTR	-
FTHL17	-
GPALPP1	-
RHOT2	-
LGALS9	-
NIPSNAP3B	-
MIR4636	-
LINC01376	-
C1QTNF7	-
ANP32B	-
KRT15	-
LINC02011	-
DGKG	-
LINC02247	-
GRB14	-
SEL1L	-
NDUFC2	-
FGF13	-
SH3TC1	-
KLHL1	-
RAET1E	-
GLP2R	-
ZNF221	-
THEM4	-
CPNE2	-
LINC02261	-
LIMS1	-
CAPN1	-
EPS8L1	-
HTR1B	-
WDR77	-
CELF5	-
MZF1	-
RINL	-
TMPO-AS1	-
ZNF324	-
LINC01447	-
KIF2B	-
C17orf58	-
CASC20	-
CHMP1A	-
TBK1	-
LINC01269	-
CXXC5-AS1	-
PCDHGA4	-
OSGEP	-
TRAPPC2L	-
ZFP90	-
SLC35G2	-
USP30-AS1	-
LINC00841	-
MAGEB10	-
METTL21EP	-
C5orf60	-
SEC24A	-
KMT2E-AS1	-
BNIP5	-
KAT2B	-
MEF2C	-
RBMXL3	-
LRP1-AS	-
FAM153CP	-
MIR4480	-
VWC2L	-
MLLT3	-
CA5B	-
FAM221A	-
HEY2	-
KRTAP10-3	-
TMEM275	-
CEP126	-
NRG3	-
LINC00923	-
ANPEP	-
PRPSAP2	-
ZNF37A	-
FSCN1	-
DCSTAMP	-
DNAJB6	-
CTAGE1	-
MECOM-AS1	-
RMND5A	-
ZNF33BP1	-
GUCY1A1	-
EWSR1	-
SLC20A1	-
RPS6KA2-AS1	-
LINC00685	-
HEATR6	-
HMX2	-
WDR74	-
HFE	-
KRTAP10-1	-
BACE1-AS	-
PITRM1-AS1	-
TP53TG3HP	-
TSC1	-
CYP26B1	-
F12	-
FMN1	-
MAU2	-
STK10	-
OR11G2	-
PUF60	-
RIT2	-
KIAA0895L	-
NCR2	-
RPS16	-
NLN	-
MEIOB	-
COG6	-
MIR629	-
PUDP	-
LINC02275	-
CAMLG	-
NDUFV3	-
SLC15A3	-
DMRT1	-
PHKB	-
USP9X	-
EXOC4	-
LINC00582	-
SIGLEC9	-
ZNF226	-
CSGALNACT1	-
PCDHGC5	-
GRM6	-
GIN1	-
SLC17A7	-
IGDCC4	-
KPNA3	-
CCDC13	-
CATSPER2P1	-
TCP11X1	-
RFX6	-
GDI2	-
SPANXN3	-
FOXO3B	-
KSR1	-
COG2	-
BAG1	-
ZNF833P	-
SLC25A5	-
TMX1	-
FIGNL2	-
DOCK6	-
CD80	-
IL17D	-
ADAM33	-
SORD2P	-
C17orf80	-
